reviewId,appId,score,content
9adf69d4-450d-44f5-9148-7c92afcd0302,ai.turbolearn,1,"the concept of the app is very good, the quiz, flashcards and other things, but at first when I used it, it was free but now it says that I have to pay pleaseee make it free"
1e5da146-9df2-4f30-a3ca-a0b59af4b3c4,ai.turbolearn,4,Really good app.But i just wanted to try 3 days free trial and they charge .They take my money without I regonised.And it's yearly charge so that's so much money .So now i want my money back .I did cancel suscribe .So please refund my money.
2528bb92-13e4-490a-ba09-e1f198c5b91f,ai.turbolearn,5,badhiya hai
0aaa387c-d104-47b2-9e65-0966677caa91,ai.turbolearn,5,not badd
c60993bb-e508-4ade-bac3-e67add62c828,ai.turbolearn,5,Notes are really thorough and have saved me on exams cause I'm terrible at taking notes/studying
9b1911f9-f482-452e-aa5d-1162dc7b7e9d,com.codespaceapps.meetingtranscriber,2,great
f149a137-92d4-42e4-a16e-ce2bef90cee2,com.codespaceapps.meetingtranscriber,1,"I really like this app, its simply amazing but I can’t help but see that I'm unable to use it whenever I want to reorder while I'm on another app, it suddenly pauses. do you think you can fix that"
74fe0f76-ccbf-43ee-a3d0-8f4731431c79,com.codespaceapps.meetingtranscriber,1,"I loved this app previously. I use it for all my meetings. However, when I've gone back to look through my recordings and format minutes for my records most of the recording is not there. I'm really frustrated as it seems when my phone is locked, the app does not record!"
00b29442-ed67-4a9c-84ee-bc238593a043,com.codespaceapps.meetingtranscriber,2,Great App
26ff2fa2-a1c2-4c06-8360-20d10b47a93a,com.codespaceapps.meetingtranscriber,2,"I use a Galaxy S10+ and it's a good day when the app actually opens...which isn't very often. I've had this app for a couple months now. The app does great at summarizing and providing actionable bullet points...when it works, BUT the app doesn't open for me very often. I'm actively looking for a dependable app."
875b9a94-c1b1-4792-9d00-6220fde767d1,com.codespaceapps.meetingtranscriber,2,when I first started using this app. it worked great but the past few times it hasn't been recording my lectures for class and I am going to have to find a new one. The last lecture recorded shows 71 minutes but when I got to play it and never recorded the content. very disappointed.
6d034bc1-cd4d-48c8-8cf4-45f1984b7dbd,com.codespaceapps.meetingtranscriber,2,great app hate the 3 day free trial.
0f5414b0-c487-4da7-8b41-899343691683,com.codespaceapps.meetingtranscriber,5,its not a bad app but you should give time for one to try it first before giving the ratings
9e0af9f5-44e6-4162-8447-8eb223ba9890,com.codespaceapps.meetingtranscriber,2,very helpful
c20fd630-1445-4813-8800-c7398a62567c,com.codespaceapps.meetingtranscriber,1,"Not great, canceled it deleted my account, and it is currently still trying to charge me... bye Felicia."
3f6aff65-61e2-4ea9-8af1-41299aa42e7c,com.codespaceapps.meetingtranscriber,1,"Sometimes it fails to create the note, even letting you try only once, and then you lose the note. It doesn't make sense to lose the content of your note and only contain the summary, if you want the great notes with a large amount of content, I don't recommend this app because it only stores the summary and not the actual content. I regret having subscribed for a year to this app and I only use it for two days."
b048024c-fcdd-4fa1-8431-4bb9b9a45860,com.codespaceapps.meetingtranscriber,1,It's not really helpful. I hope they do better
9db32ce2-7fd0-4cce-9fb7-be4e4b86a935,com.codespaceapps.meetingtranscriber,1,"Do not pay and do not trust this app with your recordings, I have lost four very important meetings with this app, contacted support several times, a bot send a general answer, no more answers after that, still thought this was a time framed mistake, it did it again, cannot find, download or transcript my meetings, went to other solutions. If they had take the time to fix my issue and/or recover my information, would have been a great beautiful app."
42c523a8-db1d-4baa-bf5e-ae3d8470b037,com.codespaceapps.meetingtranscriber,1,Very good
c52b1e13-9ac7-48f4-a9a5-317786c9c13d,com.codespaceapps.meetingtranscriber,1,4 Hour recording got lost to the void. Use this to record my discussions with friends and family. Had a great convo and when it went to transcribe it craved out. It seems samsung's voice recorder does a better job and is free.
6bdb53a4-af91-4989-b2cf-387eae85fd0e,com.codespaceapps.meetingtranscriber,1,Worked great for my needs for several months. Now nothing happens when I upload files. Can't continue to pay a weekly subscription for something that works 0% of the time now
09f0e61f-9c52-4dfd-a7e7-2407d6468367,com.codespaceapps.meetingtranscriber,2,"I've had it 3 days, so the length of the free period. It's been great, but now I can't find a way to get the year subscription. I'd like to see a way to manage your subscription in the app. there was a little bit of a dialog with the developer, but the problem was not resolved, hence losing stars. Honestly, if there was a way to change your subscription rather than 7 bucks a week, I'd happily give it 5 stars. (weekly is rough on my budget)"
f75978f9-ed0b-40b6-a469-93560448ab16,io.labhouse.audioapp,2,"the app worked great for a few days. now I am getting an audio error at 25%, and a message to try again. I haven't had any success since. up until the app stopped working it was 5 star."
c608ddea-06f5-4a66-be64-8087e61e3dec,io.labhouse.audioapp,5,it's remarkable the worst part is that it downloads in 5 seconds. w p rks well although I have to file my recordings. ???
6de0508b-c12a-48ce-a268-224c54242e16,io.labhouse.audioapp,1,"Completely failed to produce anything from a clear sound file, other than what appeared to be a string of excuses: 'finishing off', 'polishing results' 'just wait a moment' etc., each stage going to 100% only after repeated pressing of the 'Try Again' button. I'm the end it was easier to play the sound file and type it out myself. V disappointed with what I thought would be a great and useful tool. ☹️"
257e0e31-633f-4f97-ab1f-13f2ae51c67b,io.labhouse.audioapp,2,"love the app, but cannot contact support or manage subscription!?? Will have to cancel if cannot figure out."
f7ed0000-a79b-455e-91f1-750a2445a71f,ai.fireflies.mobile,4,"Installed on the new pixel 10 pro, found a potential bug: tapping the record icon, the app is stuck at starting recording. Swiping the app to the background and then bringing it back to the front, it starts recording. Hope it can be fixed soon."
aeea7622-147e-4c2e-8696-8e5bce27363c,ai.fireflies.mobile,1,Poor upload quality. app loses the data on upload. the people at the help centre are not helpful and do not really know how to fix issues
1533e427-854d-4289-a457-081ea1872ff5,ai.fireflies.mobile,1,does not work. I tried google meeting in different ways but nothing is helpful.
81318c74-c02d-4d02-b149-f51bc6d6f05a,ai.fireflies.mobile,1,"DO NOT GET SUCKED IN BY THIS ""FREE FOREVER PLAN"" It isn’t. I have learnt how it works and what it can do and have just completed my 3rd real meeting, so far so great. My latest meeting has been recorded and I'm ready for the summary. But instead I’m told I have ""0 free meetings left!"" and must upgrade before getting access. No warning, no count down, no upfront explainer. I can't even download my own meeting transcript!! Put simply, this is entrapment. Stay clear of this app."
371f905e-ca2f-45e3-89b0-b61685944e98,ai.fireflies.mobile,1,Great app but seems to not really test Android releases. When I open a summary conversation with the assistant I can't scroll. this was fixed for one day then it came back.
858de775-61e1-438e-aceb-4eac3625602b,ai.fireflies.mobile,1,Desktop app is great. The mobile won't even open. Help.
20f46391-562e-4ef1-912e-c38ba7759396,ai.fireflies.mobile,2,"I loved this app. But their customer service is atrocious, almost like they try to be as unhelpful as possible. It started skipping meetings, and after reaching out to their customer service about it, I got a response 2 days later. Their billing is unclear and deceptive, I referred 2 colleagues to this app and ended up getting charged for both of their accounts. They tried to bill me for a random amount, and when I reached out to request an invoice for the charges, no one ever responded."
8f8cb06e-2c2c-4915-9ee2-b102f8d3f274,ai.fireflies.mobile,1,"Excellent when it works, but too often it fails to finish uploading and all is lost. Friends report the same. Needs a major fix."
ce1bb7ed-4cd5-4302-833b-8c97e0850a17,notion.id,2,amazing set of features.... unfortunately that's to it's detriment for me. Creating and organizing what is supposed to be a quick note or list feels like I'm starting an intricate coding project to revamp my entire life. I imagine type A folk will LOVE this.
b8cd27ca-8ee8-42ff-a552-93e2a4709af6,notion.id,1,great my story that I wrote for many sleepless days just got deleted🙂
0ecc9761-189e-4c8a-ab00-cece1f1925c2,notion.id,1,great ideas and features but unusable on Android. even dragging property options is straight up impossible and windows keep closing. it's a nightmare in it's current condition
6724c8a5-31b2-4ea5-847c-4b684c2e1ea7,notion.id,1,"Great app, but disappointed that the free plan expires at some point when the credits ran out and you MUST pay to use it afterwards. ChatGPT is the best option for the moment I guess."
88fc4d77-3611-4e55-844c-b856cdf2b414,notion.id,2,"I love Notion, but this app has become almost unusable. Pages won't open. Sub-tasks won't open. It freezes all the time. It really makes me angry because I pay for the Business tier and can't even use the mobile version."
4536a51a-7aa8-4bc7-8de6-cd054dff684b,notion.id,1,great 😊👌 experience
42d574b5-89ba-48a5-b796-86049a05175b,notion.id,5,It's a really good app to be honest. Bugs sometimes when you first open it and immediately open a new note but I'm sure that will be fixed with an update. Other than that everything works as it should and the most important this is that it's the only notes app I've found that can hold the size of words I need my phone notes app to hold. Cheers to the devs.
f5b797d8-7bbc-4f77-bc9a-49441f10837a,notion.id,5,Brilliant!! really helped put my work in order. The UI doesn't take long to learn. Very flexible. Can't really find anything bad to say about the app
fd4f5df5-9cb8-4c24-881e-c7eb69a77702,notion.id,1,Great app! But it is too complicated for beginners
a80f24e8-7c86-4b92-b380-6664bda69043,notion.id,1,Slow and clunky. Bunch of button malfunctions that work in other parts of the app. Would be a great app otherwise.
a9d744af-17e1-4ba8-96ae-7fe08f46d5ea,notion.id,4,not bad
21011a62-8458-4bee-8ede-38f4f92e224e,notion.id,2,I love notion... I use it for everything on my laptop browser and the experience is good but on the phone it's just too big!! There's no zoom functionality I can't zoom out small enough really lets it down on the app... please fix this
248a16f6-6e3d-4aca-a29b-45dad415c963,notion.id,1,"this app is great in theory, but not in practice, because they constantyl update it and change things for no reason. i have to relearn it every time i try to make a new thing for it."
5c5a9936-d4ea-4155-8c4a-d51c983a6e00,notion.id,2,"was a great app once upon a time, I used it almost everyday and love the features and how I can order my notes. But it's begun trying to shove ai down everyone's throats and won't allow a feature to disable the ai. no one should be forced to use ai."
8ab984d8-b29c-4437-8ead-ec790750658a,notion.id,1,Love the service. Extremely poor mobile experience.
2aa447cb-3892-4135-a380-cd5022e968b5,notion.id,4,Bugs in Widgets
f191e05a-c8b0-4fc1-856e-35c65aa65cb5,notion.id,2,I love Notion but this app is missing critical functions.
fee4de38-caa8-4e51-8489-96c73556bd3a,notion.id,1,"The app is probably great, but it often logs you out and you have to re-enter your password. When you're in a hurry, I save all my data in another app; it's easier than searching for a long, complex 2FA password. Now Samsung has sent a notification that Notion will be sent to dormant apps due to inactivity. Here's a guide on how to make the app less user-friendly."
d51f029a-85bb-4978-ac88-052b2b0835d7,notion.id,2,Although the app is amazing and every featured and the appearance is amazing but I have only one complaint with this app that it lacks the feature of handwritten notes which is quite useful for a student who makes notes by himself for his studies with a stylus and it is quite hard to make notes with keyboard or something. Instead please add a feature of making notes with a stylus and this will make your app a complete package of features. After that no app will be at your level I bet this.
75640a1b-9307-41fc-aa6f-7d85385ecdce,notion.id,5,"I am new to notion and I am loving it..I have seen soo many reels on ig for productivity and notion is the app they use, so I decided to download this app. And I highly recommend this app, you can literally manage your time and all, and don't even waste a single second, dont think, download this app now for a better future.❤️✨️"
02f4573a-e0be-44e2-9f8b-f55992161cae,notion.id,5,"Absolutamente completo. Apenas tenho alguns problemas de lentidao/travamento, e pequenos bugs de vez em quando."
516cafb7-0bd2-4375-863a-e0280fea65b9,com.ma.waveapp,5,"This is one of the most accurate, well organized, summarized, transcription apps out there. My personal experience with this app identifying individuals has been about 80% accuracy. better than some other apps. easy to use, so many options to export, save, convert, share, etc. I utilize this app for meetings and training's. It's actually scary how well the transcript is broken down from the title of meeting, to each sub heading like ""main topics, statements and notes, & action items."" 👍"
3dcd75f7-0c4f-4c29-9c2e-76bcda0e4449,com.ma.waveapp,1,"I was excited to use this app however because it's for a brand new NON PROFIT organization I can't afford extra costs at this time in our startup. no where around the app did it say that it was a paid to use SUBSCRIPTION app. VERY DISAPPOINTED my non profit is too benefit and make dreams come true for WELL DESERVING Canadians BASED ON PERSONAL MERITS. Nominated by CDN'S.""Christmas Dreams Do Come True"" brings Canadians back to our fundamentals of LOVE WINS! NOT WITH THIS APPS HELP WE NEEDED."
83d89cfa-ae9d-4085-9afc-e59f5369cbb0,com.ma.waveapp,1,"When it works, it’s great, but that’s a big “if.” More than half of my recordings fail to save, and you only find out after the fact, once the meeting is gone for good. It’s incredibly frustrating to lose hours of discussions without warning, with no way to recover them or even know they failed in real time. For something meant to capture important meetings, it’s simply not reliable, especially disappointing given that I’m paying for it."
9f3f619d-13b9-47a3-a780-b29a9b7397d8,com.ma.waveapp,2,Although very good at transcription and summarizing the notes. The app tends to hang. Editing the transcription is cumbersome and clunky and did I mention the app keeps freezing and hanging? It's so close to being the best but I had to rate it low. Using a Samsung Galaxy S 24
7413ada0-cd5e-4dfd-9704-5aa3f58e2547,com.ma.waveapp,2,"Possibly great but you have to Pay to Play. You get one try, then forget it, you have to pay. No clear distinction of what's available if you remain free. Seems like nothing."
68dcde97-ffa0-45a9-8b93-833d72c742b1,com.ma.waveapp,4,Very frustrating - app has failed to record on multiple occasions and the UI is horrible for navigation and finding your recordings. Note: using on Android
7c9b8613-8ebe-4ffa-8f93-63e8b55f1e8a,com.ma.waveapp,1,"This app was great at first, but as soon as I paid for a subscription it no longer worked."
9944f348-08af-4d0d-b436-5e289add7957,easynotes.notes.notepad.notebook.privatenotes.note,5,"nice app to have. It's on my home screen for easy use for my store list and my ""to do"" lists. easy to use, I use it daily. I've had no bugs or ""hiccups"". Good job team."
f62536aa-2277-4e75-a13c-9b37904dc28f,easynotes.notes.notepad.notebook.privatenotes.note,2,This app looked great at first. Tried it and now I'm wishing I had not paid for it. The editing capabilities are inferior. I was looking to replace Evernote because of the price. But there's no point in switching to Easy Notes if the editing features don't work well. Bullets don't work. They disappear and leave behind dots indicating there is space there. I'm really disappointed.
4ea81b54-dbf3-4119-97c5-ef656f8977bf,easynotes.notes.notepad.notebook.privatenotes.note,2,was great. now just goes to the temu ad can't get it open again.
c143a625-d5ab-4584-a8f8-387dea1ee8ee,easynotes.notes.notepad.notebook.privatenotes.note,5,good not bad
f775674a-bdea-4666-bf9d-ada7d3271815,easynotes.notes.notepad.notebook.privatenotes.note,1,It’s a very helpfull app😊
fefb3b6a-67df-44e8-a0f0-6594c0b3db0b,easynotes.notes.notepad.notebook.privatenotes.note,4,"How do I get a refund? I like the app, but wanted a little different experience. I purchased it less than 30 minutes from the time stamp"
3c047a7b-9ffe-4f0e-9fc9-3672993f67e8,easynotes.notes.notepad.notebook.privatenotes.note,2,"this app might be great, but it does not make clear that it's not free"
3789bba3-a34e-4240-9a93-3473a71d5a75,easynotes.notes.notepad.notebook.privatenotes.note,1,Very good for notes but very much ads
351638aa-c774-4f54-8e01-04cc83bb5e79,easynotes.notes.notepad.notebook.privatenotes.note,1,very good 👍
27e57c9f-a04e-4ad5-b359-06d5db6d9ae4,easynotes.notes.notepad.notebook.privatenotes.note,1,"I would give this a 0, but it's not allowed. I canceled this app on 9/27, and it has been charging me since then. I would love for someone to reach out to me to help me fully get this canceled since it has been charging me."
40074c89-16f1-4002-9efc-2cb1e25f112e,easynotes.notes.notepad.notebook.privatenotes.note,5,very bad app😜.
58f6b18f-7655-4f0c-ac96-b307a1122638,easynotes.notes.notepad.notebook.privatenotes.note,1,great
e98971a7-22aa-4946-b71f-7e92e4cec4ef,com.microsoft.office.onenote,1,"OneNote new look seems great at first, but when I tried to sort the notes by modified date, it fails to display the correct order. Another problem, the page margin is too narrow. In my phone, on the right side seems there is still a lot of space (about 25% of the page), but the text can't nowhere fill close to the border."
e5d8173a-27d2-43ec-b002-d0b787cd7331,com.microsoft.office.onenote,1,it's been my go to note recorder for years. I've had to reduce it to 1 star now. I switched phones. and NONE of my old notes on the other phone will sync. won't even sync to my computer. just get vague error messages. and about permission not there. it's my account..it's my stuff. why no permission? the only thing I can connect it to is that I don't pay for microsoft 365. worked perfectly fine on my last switch over. I've used this app for a LONG time. now I'm looking for something else.
ba0cd3b5-9606-448c-a14d-80b071157f8b,com.microsoft.office.onenote,2,"It a great app with some annoying features. Pro, it such a great app because you can make a book with different sections unlike other note apps, one of the best features. Now the problem, first I cannot delete a notebook permanently no matter how hard I try and second why the heck it takes so damn long just to save a note. Like I open a note only to find that my note is incomplete now everything I wrote is gone. So annoying. Other simple note app able to do it fast and easily."
788f51a0-53f9-435f-b168-3c6e4d51402e,com.microsoft.office.onenote,2,"Old notes randomly disappear. Sometimes new notes don't save at all. When it works, it works well."
04613b44-d022-4b07-b6a5-9336955c324a,com.microsoft.office.onenote,2,"Good addition to the office 365 ecosystem when it works. Issue is that, even with notebook that is only open on one device (android phone) it frequently gets page conflicts that have to be resolved on desktop. If only Microsoft would give OneNote some attention, it could be great."
da657cb5-601d-45cb-ba6d-d2541e1a028f,com.microsoft.office.onenote,4,Badhiya...
5bebd0f9-3e3b-4149-96e6-01b5cb4ab3b5,com.microsoft.office.onenote,2,loved the onenote app... until it changed Oct 2025. now its just frustrating.
32aa73a7-612d-42ff-a53c-02791ae7c6c6,com.microsoft.office.onenote,1,"can't log in. loved the app, but I briefly logged out to use another account and now I can't get past this loading screen. Internet is fine since I've uninstalled and re-installed several times and can use the web version. but I need the app don't know what the issue is"
6a1af627-cf3b-49f2-ace0-35e80fbf9f37,com.microsoft.office.onenote,1,please just fix that UI. the app is great but the UI is its downfall
c745922d-1680-4288-b996-196e3ee58496,com.microsoft.office.onenote,1,"The app worked great on my Google Pixel 7. Now I got a new phone and the UI shows weird on Google Pixel 10 Pro XL, making the app unusable. Even when you click on the notebook you want to open, it doesn't open it on the main screen. Also, the names of the items listed under the notebook don't fit in that column and you can't scroll right to see its full name due to that column being of fixed width."
6033eed2-72b4-4a66-a1d9-bb078562364a,com.microsoft.office.onenote,4,"the app is free, hard to complain. but it is a bit buggy. for example, there are sometimes sync issues, so you have to log in on your laptop and resolve the conflict. but overall it does the job"
655bb462-c3de-43ea-b264-2260fb50a4ed,com.microsoft.office.onenote,1,"I loved onenote until one day I was logged out and when I logged back in all my notes were deleted. I tried contacting support several times and no one was able to help. I was just told there must of been some sort of data corruption behind the scenes that deleted my files randomly and apparently there's no way of getting it back. I was devastated, I had almost a decade of notes in the app and now it was all gone with no reason as to why. Be careful using this app."
858b7bd5-1787-4731-991a-2f7b83aacf5e,com.microsoft.office.onenote,1,"I used to be able to send and share notes. now getting error messages. No bueno. ""Your request has been blocked."" really? how is that functional or helpful @microsoft"
4fdc9d34-d687-47cc-bc67-7472a20fa4f4,com.microsoft.office.onenote,4,"Not quite as intuitive as Samsung Notes in terms of user controls, but not bad either. I really like this app and it is my go to now because of its export capabilities which is better than Samsung Notes. I can feed these exported notes to an A.I. of my choice and have the A.I. organize and export finished products based on these notes. Think: Taxes, or keep running totals on accumulated work time... or anything I want!"
bc654da0-7875-42ba-bd7e-b9fe2fccb391,com.microsoft.office.onenote,5,"FINALLY FIXED. I originally stopped using it a few years ago because it loaded partially different notes on different devices and deleting or moving them was impossible due to syncing errors and bugs but it's finally simplified and works wonderfully, especially the sticky notes between my pc"
fb77e1fb-7e94-4564-99b8-77af4ae51122,com.microsoft.office.onenote,4,"Has improved over time and now supports several critical features found in the desktop app. Still slow development, and most updates are bug fixes - but then not much is happening with the desktop app either."
bcdd42bf-0f7a-45d2-b205-b78a46991410,com.studocu.app,1,it's helpful for everything
b5931776-c00b-4abc-a15c-09086f2a31c0,com.studocu.app,5,"if you want to find some lecture notes/study notes for your course or subjects which isn’t available/badly need them, this app can help you.... as well as the quiz system....👍"
b81a7888-d700-4b60-943f-c4d10802318b,com.studocu.app,1,this app is very helpful
2559eed2-a2ce-4846-b14b-7bcedcc52dc9,com.studocu.app,1,This is a very helpful app for everyone. Thank you so much😍🤩
297d3ee3-887f-488c-9057-39189d4d592a,com.studocu.app,1,It is very helpful
d8c9ea9a-a62e-4501-b6e1-607950be1471,com.studocu.app,5,not that bad yes it helped me to understand things
fce17597-b16c-4c3b-902e-91f838232af8,com.studocu.app,5,Hello so can you please refund my subscription because i need that money to buy my medicine please
bcc3a45f-3606-49ad-b23e-e96390f1e326,com.studocu.app,1,I think i love it
996f00bc-ec9e-4e8e-a40d-1afb932b022f,com.studocu.app,2,Great
824e32e2-7bb5-48c5-ba87-3a6e067a998e,com.studocu.app,1,these studying apps are very helpful. For everyone academically
8e9928d2-49ba-47ff-ab3e-d729a66814a1,ai.note.notepad.memo.journal.freenote,4,"please fix the app in Arabic language. I know there is no Arabic language in the app . however ,When the language of the device is changed to Arabic , the app doesn't work correctly."
ce002ed7-87b3-48c9-b456-faa435150b20,ai.note.notepad.memo.journal.freenote,1,I love it for my study's
f03f3e7b-83c5-4c44-b0fc-2b4ce9626104,ai.note.notepad.memo.journal.freenote,5,It's not same as the iOS version but all features is still there and I'd didn't experience anything bad using this app. Overall it's a best app for students like me I hope that they have a feature where you can sync your iOS account to the android version it would mean a lot
dcca7b16-ae2d-45ab-ad06-d5725ad83819,ai.notes.notebook,1,very good
87a0cacd-afb7-44d2-9e75-a1ecd49d36b2,ai.notes.notebook,5,"I promise to come back and update my review of this app, as I promised I would. I assume sometime over the past few days, all bugs were fixed and now the app is functioning properly. Thanks for the quick debugging. 👍"
1448bab2-7dbb-4224-8ac4-dae2e8c4a20a,ai.notes.notebook,1,Excellent
4969ac6a-f123-48bf-8edf-1af290716162,ai.notes.notebook,1,is really helpful and topnotch
0c72c27c-a363-4da2-9a76-5bc7ae04ae2e,ai.notes.notebook,2,an amazing app
5800e35c-4b44-47c8-aa89-ef99546237ac,ai.notes.notebook,2,I love it 💓
8d416122-18a5-4437-a9a0-01298e6f7dc0,ai.notes.notebook,5,Not bad so far but just started hope it's easy to use I'll let y'all know if not
19c320d8-fe7a-4a88-9914-a1610a6f29ef,ai.plaud.android.plaud,4,"Big step backwards with the update. Plaud is a brilliant service that I've had a huge amount of value from over the past year, however the latest update has broken a number of features. They have been given this feedback by beta testers and not responded at all, rushed the update out. Wish I could go back. Edit: they've fixed it! Only 4 stars as there's some public questions about what they are doing with all this data"
